nplv,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г683863<<:8,10.0,44.7166667,19.6666667,44.7166667,3.6725513,0.481735,0.137611,0.190822,0.177763,0.0418822,1590.0,1584.0,19.2002236,13945.4237288,117.3,1.0,28.619,0.2249999999999999,0.05,0.519,0.1099999999999999,0.04,0.052915,0.194,0.293,0.241,4571.0,0.002,0.41,0.309,0.126,0.63,0.009,0.012,0.08,0.008,0.031,0.424,0.001,0.002,0.003,0.778,0.0004,0.418,0.127,0.796,0.009,0.013,0.081,0.009,0.021,0.57,0.003,0.037,,51.9,0.5,11.2,0.24,2.1,,,57.4,0.5,6.4,0.12,2.1,
г683863<<:9,8.0,43.2,23.2,43.2,,0.41516,0.122194,0.154952,0.142058,0.0421687,1586.0,1588.0,13.03125,12077.5862069,117.6,1.0,18.765,0.093,0.05,0.441,0.048,0.02,0.053277,0.154,0.238,0.214,4670.0,0.002,0.448,0.322,0.106,0.663,0.008,0.011,0.074,0.008,0.024,0.457,0.002,0.002,0.003,0.764,0.0002,0.417,0.105,0.793,0.007,0.011,0.074,0.009,0.017,0.563,0.003,0.038,,52.6,0.3,11.7,0.14,2.1,,,49.2,0.5,11.0,0.14,2.3,
г683863<<:;,5.0,42.5333333,18.3833333,42.5333333,,0.519215,0.181007,0.251396,0.234462,0.0413438,1592.0,1592.0,15.4382445,12621.2148685,115.9,1.0,21.888,0.094,0.05,0.555,0.047,0.02,0.052156,0.256,0.386,0.317,3867.0,0.001,0.356,0.27,0.117,0.562,0.007,0.012,0.08,0.008,0.026,0.361,0.001,0.002,0.003,0.757,0.0004,0.414,0.117,0.775,0.006,0.012,0.081,0.009,0.016,0.551,0.003,0.037,,52.7,0.5,11.8,0.19,2.3,,,49.6,0.4,10.6,0.18,2.3,
г683863<<:=,7.0,47.5166667,31.3666667,47.5166667,3.5111583,0.329345,0.090789,0.045894,0.086403,0.0385114,1530.0,1608.0,8.7802876,13860.5738576,111.8,1.0,13.907,,0.05,0.345,0.047,0.02,0.048503,0.114,0.069,0.159,7246.0,0.002,0.496,0.339,0.092,0.741,0.007,0.01,0.084,0.011,0.026,0.483,0.003,0.003,0.004,0.752,0.0002,0.417,0.092,0.784,0.006,0.011,0.085,0.012,0.018,0.578,0.005,0.038,,61.4,0.7,7.7,0.14,2.8,,,62.1,1.0,4.7,0.11,2.8,
г683863<<:>,11.0,45.0166667,23.3166667,45.0166667,3.3997664,0.42215,0.13133,0.15399,0.156704,0.0413539,1562.0,1594.0,11.5410589,13898.2130093,115.7,1.0,17.318,,0.05,0.448,0.083,0.02,0.052083,0.177,0.236,0.23,5401.0,0.002,0.435,0.314,0.106,0.651,0.007,0.012,0.075,0.007,0.022,0.443,0.002,0.002,0.003,0.769,0.0003,0.419,0.104,0.79,0.006,0.013,0.075,0.009,0.014,0.575,0.004,0.039,,57.8,0.9,11.3,0.46,2.7,,,51.3,0.5,10.1,0.1,2.4,
г683863<<:?,9.0,42.4,24.05,42.4,3.0641297,0.46403,0.090218,0.135066,0.167102,0.0414976,1588.0,1606.0,8.4424528,13085.2390852,117.1,1.0,11.932,0.093,0.05,0.508,0.048,0.02,0.052264,0.201,0.206,0.158,5245.0,0.002,0.424,0.345,0.115,0.663,0.011,0.012,0.083,0.01,0.026,0.426,0.001,0.002,0.003,0.774,0.0004,0.415,0.111,0.785,0.01,0.015,0.082,0.011,0.019,0.561,0.003,0.038,,60.8,0.8,10.9,0.68,2.9,,,52.0,0.6,10.4,0.12,2.4,
г683863<<;6,6.0,42.0333333,20.7,42.0333333,2.4844347,0.474595,0.134185,0.159922,0.165451,0.0398032,1566.0,1593.0,12.4329897,12797.1014493,112.3,1.0,17.42,,0.05,0.512,0.049,0.02,0.05013,0.188,0.245,0.235,4415.0,0.002,0.393,0.309,0.102,0.648,0.007,0.012,0.082,0.007,0.025,0.441,0.002,0.002,0.003,0.78,0.0003,0.419,0.102,0.8,0.006,0.013,0.082,0.009,0.017,0.576,0.003,0.038,,56.6,0.8,11.6,0.81,2.4,,,49.1,0.5,9.2,0.15,2.1,
г683863<<;7,4.0,43.3666667,20.2166667,43.3666667,,0.37349,0.113058,0.13477,0.123593,0.0399469,1583.0,1580.0,11.0138476,12473.8664468,113.7,1.0,15.863,,0.05,0.392,0.05,0.02,0.050311,0.134,0.207,0.198,4203.0,0.002,0.446,0.325,0.1,0.661,0.008,0.011,0.083,0.008,0.023,0.464,0.002,0.003,0.003,0.774,0.0002,0.418,0.101,0.794,0.007,0.012,0.083,0.01,0.017,0.568,0.003,0.038,,54.6,0.9,9.4,0.88,2.6,,,52.0,0.5,6.4,0.1,2.5,
г683863<<;8,6.0,41.5166667,17.1333333,41.5166667,,0.37154,0.10278,0.121932,0.14991,0.0418422,1589.0,1593.0,9.9850565,12705.0583658,117.4,1.0,13.735,,0.05,0.392,0.047,0.02,0.052698,0.18,0.186,0.18,3628.0,0.002,0.471,0.338,0.103,0.68,0.006,0.01,0.078,0.011,0.02,0.455,0.002,0.002,0.003,0.778,0.0003,0.421,0.104,0.795,0.006,0.011,0.078,0.012,0.015,0.569,0.004,0.038,,58.1,0.8,13.1,0.45,2.7,,,53.8,0.9,8.5,0.1,2.8,
г683863<<;9,6.0,41.2166667,13.7,41.2166667,,0.384075,0.095357,0.092486,0.175589,0.040579,1620.0,1588.0,11.7120097,12871.5328467,116.2,1.0,16.091,,0.05,0.41,0.076,0.02,0.051107,0.2319999999999999,0.1389999999999999,0.1669999999999999,2939.0,0.002,0.466,0.341,0.107,0.7,0.007,0.011,0.073,0.013,0.023,0.44,0.002,0.003,0.003,0.761,0.0006,0.415,0.106,0.79,0.006,0.011,0.073,0.013,0.017,0.588,0.003,0.038,,55.1,0.8,12.7,0.69,2.4,,,50.9,1.0,11.4,0.15,2.1,
г683863<<;:,8.0,40.6833333,20.5,40.6833333,2.5309612,0.452365,0.131901,0.158748,0.1405,0.041153,1575.0,1595.0,6.8770176,13343.4146341,116.6,1.0,9.326,0.054,0.05,0.485,0.109,0.02,0.05183,0.15,0.244,0.231,4559.0,0.002,0.428,0.308,0.105,0.643,0.007,0.01,0.076,0.007,0.024,0.444,0.002,0.002,0.003,0.755,0.0003,0.413,0.108,0.789,0.006,0.012,0.077,0.009,0.017,0.562,0.004,0.038,,55.9,0.4,14.5,0.51,2.4,,,56.9,0.8,10.6,0.15,2.2,
г683863<<;;,6.0,48.7,27.0166667,48.7,2.0,0.41604,0.124478,0.171404,0.105707,0.040521,1537.0,1585.0,9.1341151,13396.1752005,112.2,1.0,14.064,,0.05,0.441,0.048,0.02,0.051034,0.091,0.265,0.218,6032.0,0.002,0.417,0.311,0.115,0.639,0.007,0.011,0.073,0.007,0.025,0.474,0.002,0.002,0.003,0.781,0.0002,0.411,0.114,0.794,0.006,0.013,0.074,0.009,0.021,0.574,0.004,0.038,,48.9,0.7,10.0,0.25,2.4,,,57.4,0.6,6.4,0.13,2.1,
г683863<<;<,10.0,44.7166667,21.1833333,44.3666667,2.9506977,0.40394,0.113058,0.150178,0.127793,0.0426751,1564.0,1599.0,7.3395559,13572.9346971,118.2,1.0,10.834,,0.05,0.429,0.069,0.02,0.053747,0.134,0.231,0.198,4792.0,0.002,0.475,0.325,0.114,0.655,0.008,0.011,0.077,0.008,0.025,0.458,0.002,0.002,0.003,0.786,0.0002,0.414,0.115,0.787,0.007,0.013,0.077,0.009,0.019,0.565,0.003,0.037,,55.7,0.5,13.2,0.27,2.4,,,57.8,0.8,7.8,0.17,2.2,
г683863<<;=,15.0,43.7,27.3333333,43.7,2.0,0.3329377,0.112487,0.15114,0.113147,0.0412396,1533.0,1594.0,6.1180366,13405.6097561,117.1,1.0,8.725,,0.05,0.292,0.089,0.02,0.051939,0.111,0.233,0.197,6107.0,0.002,0.474,0.331,0.11,0.673,0.007,0.012,0.077,0.007,0.024,0.463,0.003,0.002,0.004,0.775,0.0003,0.416,0.107,0.797,0.005,0.011,0.076,0.008,0.019,0.565,0.004,0.037,,63.7,0.9,7.8,0.24,3.1,,,61.2,0.7,4.8,0.08,2.6,
г683863<<;>,18.0,44.7333333,19.85,44.7333333,3.5394575,0.42789,0.100496,0.199264,0.154785,0.0402629,1556.0,1605.0,8.9581237,14560.2015113,118.7,1.0,13.156,,0.05,0.459,0.054,0.02,0.050709,0.155,0.307,0.176,4817.0,0.002,0.459,0.337,0.104,0.633,0.008,0.013,0.071,0.007,0.025,0.451,0.002,0.002,0.003,0.777,0.0001,0.414,0.108,0.794,0.007,0.013,0.073,0.009,0.02,0.574,0.004,0.036,,48.6,0.4,9.6,0.23,2.3,,,56.9,0.8,6.9,0.15,2.2,
г683863<<<6,25.0,40.85,26.35,40.85,2.8425584,0.32765,0.090218,0.12412,0.103189,0.0431634,1549.0,1599.0,10.8523077,13245.540797,112.2,1.0,14.108,,0.05,0.34,0.08,0.02,0.054362,0.107,0.191,0.158,5817.0,0.002,0.513,0.339,0.108,0.691,0.008,0.01,0.076,0.009,0.026,0.476,0.003,0.002,0.004,0.771,0.0005,0.415,0.106,0.803,0.007,0.011,0.075,0.009,0.02,0.591,0.005,0.037,,52.3,0.4,9.7,0.16,2.3,,,57.8,0.5,6.3,0.1,2.6,
г683863<<<7,26.0,43.3666667,20.55,43.3666667,2.6293823,0.348695,0.087363,0.11177,0.122509,0.0420145,1567.0,1599.0,7.5977709,13632.1167883,118.5,1.0,10.983,0.07,0.05,0.367,0.09,0.02,0.052915,0.142,0.171,0.153,4669.0,0.002,0.53,0.345,0.116,0.693,0.008,0.009,0.074,0.014,0.025,0.466,0.002,0.003,0.004,0.783,0.0002,0.416,0.115,0.789,0.007,0.011,0.074,0.014,0.016,0.565,0.004,0.035,,45.8,0.5,12.8,0.23,2.3,,,54.9,0.9,11.5,0.13,2.2,
г683863<<<9,37.0,47.05,21.8833333,47.05,3.9052632,0.402925,0.105635,0.178844,0.125236,0.0410959,1544.0,1592.0,9.4444208,14778.3701447,115.7,1.0,14.812,,0.05,0.428,0.089,0.02,0.051758,0.118,0.276,0.185,5390.0,0.002,0.478,0.328,0.112,0.641,0.009,0.011,0.084,0.008,0.024,0.461,0.002,0.002,0.005,0.782,0.0005,0.412,0.113,0.798,0.008,0.012,0.085,0.009,0.02,0.576,0.004,0.039,,57.7,0.5,10.0,0.31,2.4,,,56.4,1.0,7.4,0.16,2.2,
г683863<<<:,38.0,40.8666667,18.5333333,40.8666667,3.5392297,0.36766,0.11991,0.14874,0.120271,0.043824,1551.0,1605.0,6.1840131,14688.1294964,115.9,1.0,8.424,0.047,0.05,0.383,0.075,0.02,0.055194,0.123,0.229,0.21,4537.0,0.002,0.472,0.315,0.092,0.654,0.006,0.01,0.065,0.008,0.022,0.446,0.002,0.003,0.003,0.784,0.0001,0.412,0.09,0.785,0.005,0.011,0.064,0.009,0.017,0.562,0.004,0.037,,55.2,1.1,11.2,0.23,2.3,,,58.8,0.3,9.5,0.11,2.3,
г683863<<>:,50.0,44.1833333,21.0666667,44.1833333,2.8421801,0.46245,0.127012,0.2123685,0.267296,0.0425046,1595.0,1607.0,25.1545077,13089.8734177,118.8,1.0,37.047,0.332,0.05,0.496,0.048,0.03,0.053566,0.323,0.324,0.226,4596.0,0.002,0.408,0.316,0.124,0.597,0.008,0.012,0.093,0.011,0.034,0.347,0.001,0.002,0.004,0.777,0.006,0.422,0.125,0.792,0.008,0.016,0.093,0.013,0.017,0.568,0.003,0.038,,49.7,1.6,10.0,0.79,2.0,,,55.6,0.3,7.7,0.07,2.2,
г683863<<>;,45.0,49.8666667,19.7333333,49.8666667,3.0475687,0.45096,0.132632,0.178959,0.195302,0.0412422,1591.0,1601.0,15.5520722,13655.0675676,115.4,1.0,25.851,0.185,0.05,0.482,0.036,0.02,0.051975,0.226,0.274,0.236,4491.0,0.001,0.408,0.308,0.122,0.633,0.009,0.012,0.082,0.009,0.026,0.406,0.001,0.002,0.003,0.765,0.0007,0.418,0.122,0.789,0.009,0.015,0.083,0.01,0.013,0.562,0.003,0.037,,48.2,1.5,14.5,0.52,1.9,,,55.5,0.4,8.0,0.08,2.2,
г683863<<><,46.0,51.0166667,20.8,51.0166667,3.2785978,0.396145,0.114086,0.146718,0.148911,0.0399789,1606.0,1599.0,18.8750082,13572.1153846,111.9,1.0,32.098,0.07,0.05,0.419,0.037,0.02,0.050383,0.168,0.225,0.203,4705.0,0.002,0.45,0.321,0.124,0.663,0.008,0.012,0.085,0.012,0.027,0.451,0.002,0.002,0.003,0.751,0.0005,0.418,0.124,0.79,0.007,0.012,0.086,0.014,0.011,0.554,0.003,0.038,,46.2,1.2,13.4,0.28,2.0,,,55.2,0.5,7.6,0.07,2.1,
г683863<<>=,44.0,54.1833333,24.0166667,54.1833333,3.8121086,0.449237,0.127574,0.223602,0.193208,0.0410985,1565.0,1590.0,18.6684439,13563.0811936,115.3,1.0,33.458,0.396,0.05,0.466,0.05,0.02,0.051794,0.204,0.344,0.227,5429.0,0.002,0.427,0.313,0.125,0.592,0.01,0.013,0.082,0.009,0.038,0.418,0.001,0.002,0.002,0.767,0.0003,0.422,0.124,0.796,0.009,0.015,0.082,0.011,0.022,0.537,0.002,0.036,,46.7,1.8,11.6,0.93,1.8,,,56.2,0.3,7.8,0.07,2.2,
г683863<<>>,51.0,48.3666667,23.3666667,48.3666667,3.0959799,0.46979,0.115772,0.18834,0.15507,0.0417587,1569.0,1590.0,10.7216445,14063.6233951,115.3,1.0,14.778,0.377,0.05,0.508,0.071,0.02,0.052626,0.16,0.29,0.206,5477.0,0.001,0.41,0.322,0.118,0.625,0.007,0.01,0.086,0.012,0.034,0.429,0.001,0.002,0.003,0.765,0.0005,0.417,0.118,0.784,0.007,0.013,0.086,0.013,0.03,0.568,0.003,0.038,,46.2,0.9,8.2,0.27,2.0,,,56.8,0.4,7.8,0.07,2.2,
г683863<<>?,55.0,47.55,21.0666667,47.55,2.775,0.56681,0.167476,0.245496,0.264008,0.0423324,1565.0,1578.0,22.885262,13411.7088608,117.9,1.0,36.146,0.314,0.05,0.616,0.049,0.02,0.053349,0.304,0.376,0.298,4709.0,0.002,0.35,0.284,0.108,0.565,0.007,0.013,0.074,0.009,0.031,0.35,0.001,0.002,0.003,0.76,0.0004,0.418,0.107,0.78,0.006,0.014,0.074,0.01,0.018,0.549,0.003,0.037,,49.1,1.6,11.9,0.34,1.8,,,56.7,0.4,8.1,0.1,2.2,
г683863<<?6,46.0,45.2166667,20.85,45.2166667,2.8183238,0.394025,0.07587,0.1086435,0.159927,0.0419309,1549.0,1592.0,12.8439439,13542.4460432,115.8,1.0,19.323,0.069,0.05,0.425,0.047,0.02,0.052843,0.201,0.165,0.135,4706.0,0.002,0.467,0.353,0.12,0.702,0.009,0.011,0.09,0.013,0.026,0.451,0.002,0.002,0.003,0.793,0.0004,0.416,0.118,0.797,0.008,0.012,0.09,0.015,0.02,0.578,0.003,0.038,,52.0,0.9,14.1,0.48,2.0,,,56.2,0.4,7.8,0.07,2.2,
г683863<<?7,44.0,51.1833333,21.1333333,51.1833333,2.698608,0.47301,0.139376,0.1524,0.207512,0.0404098,1588.0,1584.0,16.8019538,13468.7697161,114.5000001,1.0,28.666,0.439,0.05,0.509,0.048,0.02,0.050926,0.256,0.2319999999999999,0.248,4744.0,0.001,0.386,0.303,0.108,0.638,0.009,0.012,0.09,0.01,0.028,0.394,0.001,0.002,0.003,0.78,0.0003,0.421,0.108,0.785,0.008,0.013,0.092,0.011,0.015,0.549,0.003,0.038,,48.1,1.0,14.1,0.62,2.1,,,55.1,0.3,8.2,0.08,2.2,
г683863<<?:,7.0,51.1833333,23.15,51.1833333,3.0,0.493135,0.15455,0.2305215,0.219082,0.0420745,1571.0,1580.0,17.6788017,14241.9006479,116.0,1.0,30.162,0.364,0.05,0.528,0.049,0.02,0.053024,0.241,0.354,0.275,5495.0,0.001,0.401,0.29,0.126,0.585,0.011,0.012,0.092,0.007,0.031,0.384,0.001,0.002,0.003,0.768,0.0003,0.415,0.124,0.784,0.01,0.015,0.092,0.008,0.022,0.566,0.003,0.039,,47.9,0.7,11.4,0.8,1.8,,,55.3,0.5,9.0,0.15,2.0,
г683863<<?;,6.0,40.8666667,15.9333333,40.8666667,3.4295676,0.483535,0.13207,0.239199,0.206536,0.0408978,1608.0,1592.0,15.866721,13955.6485356,113.0,1.0,21.614,0.301,0.05,0.52,0.081,0.02,0.051541,0.218,0.368,0.235,3706.0,0.001,0.412,0.305,0.142,0.57,0.01,0.012,0.106,0.008,0.031,0.395,0.001,0.002,0.003,0.777,0.0004,0.412,0.138,0.777,0.008,0.014,0.105,0.009,0.025,0.571,0.003,0.037,,48.3,3.0,12.5,0.59,1.8,,,54.6,0.3,10.1,0.09,2.0,
г683863<<?<,5.0,47.7,22.4833333,47.7,2.7617978,0.428445,0.153426,0.2387535,0.18502,0.0418159,1572.0,1590.0,22.4327044,14087.7687176,115.3,1.0,35.668,0.369,0.05,0.448,0.079,0.02,0.052698,0.185,0.368,0.273,5279.0,0.002,0.483,0.289,0.115,0.577,0.011,0.012,0.093,0.007,0.028,0.408,0.001,0.002,0.003,0.754,0.0003,0.418,0.113,0.785,0.01,0.013,0.093,0.008,0.013,0.563,0.003,0.038,,47.1,0.8,13.5,0.5,1.8,,,54.9,0.4,10.2,0.11,2.0,
г683863<<?=,7.0,43.3666667,20.9666667,43.3666667,3.0,0.435005,0.114086,0.1976865,0.144003,0.0416151,1572.0,1593.0,17.8830899,13673.1319555,114.3,1.0,25.851,0.18,0.05,0.465,0.108,0.02,0.052445,0.139,0.305,0.203,4778.0,0.001,0.44,0.318,0.121,0.607,0.011,0.013,0.103,0.01,0.033,0.433,0.001,0.002,0.003,0.758,0.0002,0.417,0.122,0.788,0.01,0.016,0.102,0.011,0.021,0.554,0.003,0.038,,52.6,0.3,9.1,0.35,2.0,,,55.6,0.7,8.2,0.15,2.0,
г683863<<??,9.0,46.7,25.0666667,46.7,2.0,0.45682,0.165228,0.2337735,0.160323,0.0419881,1551.0,1596.0,9.3970021,14000.2659574,116.0,1.0,14.628,0.208,0.05,0.16,0.118,0.02,0.052915,0.149,0.361,0.294,5849.0,0.001,0.412,0.279,0.116,0.583,0.009,0.013,0.091,0.007,0.031,0.426,0.001,0.002,0.003,0.773,0.0003,0.42,0.119,0.794,0.008,0.013,0.092,0.009,0.023,0.562,0.003,0.039,,57.0,0.2,8.1,0.19,2.2,,,57.0,0.4,7.5,0.11,2.2,
г683863<=66,7.0,43.0166667,15.55,43.0166667,3.0,0.452095,0.163542,0.2201835,0.151432,0.0417873,1613.0,1587.0,14.8895777,13936.977492,115.3,1.0,21.35,,0.05,,0.08,0.02,0.052662,0.141,0.34,0.291,3612.0,0.002,0.442,0.282,0.103,0.601,0.007,0.012,0.078,0.008,0.027,0.44,0.001,0.002,0.003,0.772,0.0002,0.418,0.103,0.791,0.006,0.013,0.078,0.009,0.02,0.575,0.003,0.038,,56.0,0.3,10.1,0.15,2.1,,,56.9,0.5,6.9,0.12,2.1,
г683863<=67,6.0,45.3666667,22.75,45.3666667,2.0,0.47131,0.16298,0.2684475,0.200894,0.0429641,1562.0,1594.0,13.5456282,14260.2197802,117.7,1.0,20.484,0.27,0.05,,0.091,0.02,0.054145,0.197,0.414,0.29,5407.0,0.001,0.42,0.281,0.126,0.552,0.008,0.01,0.085,0.006,0.038,0.393,0.001,0.001,0.003,0.764,0.0003,0.412,0.123,0.778,0.007,0.011,0.084,0.007,0.023,0.557,0.003,0.038,,50.2,0.9,10.7,0.37,1.9,,,55.8,0.3,9.9,0.12,2.1,
г683863<=68,7.0,44.9,22.3833333,44.9,2.7927632,0.39384,0.100036,0.193104,0.169335,0.0401469,1595.0,1610.0,13.5046771,14402.6805659,110.8,1.0,20.212,0.297,0.05,,0.117,0.02,0.050456,0.18,0.297,0.178,5373.0,0.002,0.462,0.333,0.106,0.621,0.009,0.011,0.072,0.012,0.03,0.433,0.001,0.002,0.003,0.768,0.0003,0.418,0.105,0.79,0.008,0.013,0.071,0.012,0.019,0.562,0.003,0.038,,47.2,0.4,12.0,0.15,2.2,,,56.7,0.4,8.7,0.1,2.2,
г683863<=69,5.0,46.8833333,25.3833333,46.8833333,3.3931889,0.403095,0.135442,0.2144385,0.182282,0.0423217,1600.0,1636.0,17.3421969,13972.1602101,116.1,1.0,27.102,0.178,0.05,,0.081,0.02,0.053168,0.191,0.33,0.241,5911.0,0.002,0.473,0.304,0.108,0.615,0.012,0.01,0.088,0.009,0.022,0.424,0.001,0.002,0.003,0.796,0.0007,0.416,0.106,0.801,0.011,0.013,0.088,0.01,0.015,0.559,0.003,0.038,,48.7,0.6,7.1,0.15,2.2,,,58.3,0.8,7.3,0.14,2.2,
г683863<=6:,13.0,48.6833333,29.1666667,48.6833333,3.8939447,0.40795,0.119144,0.1888065,0.146769,0.0413434,1555.0,1638.0,11.4390277,14566.6285714,114.8,1.0,18.563,0.171,0.05,,0.065,0.02,0.051939,0.147,0.291,0.212,7081.0,0.002,0.447,0.318,0.109,0.63,0.011,0.011,0.088,0.007,0.023,0.448,0.002,0.002,0.003,0.767,0.0005,0.42,0.11,0.794,0.01,0.012,0.088,0.008,0.019,0.556,0.003,0.035,,61.0,0.6,6.3,0.11,2.7,,,56.6,0.5,8.9,0.12,2.1,
г683863<=6;,18.0,45.7,19.8666667,45.7,3.8210227,0.47158,0.147244,0.222793,0.184204,0.0437903,1598.0,1612.0,12.0369028,14116.1073826,116.1,1.0,18.266,0.072,0.05,0.367,0.039,0.02,0.055013,0.19,0.344,0.262,4674.0,0.002,0.419,0.295,0.1,0.604,0.008,0.012,0.089,0.007,0.02,0.415,0.002,0.002,0.003,0.782,0.0003,0.418,0.101,0.791,0.007,0.012,0.089,0.008,0.018,0.564,0.003,0.04,,54.9,0.2,8.9,0.11,2.2,,,56.2,0.7,7.1,0.16,2.1,
г683863<=6<,16.0,51.5333333,25.8166667,51.5333333,3.1264479,0.403975,0.10397,0.133263,0.10424,0.0423512,1571.0,1611.0,6.4850481,13756.2298257,116.0,1.0,11.048,,0.05,0.431,0.082,0.02,0.053205,0.104,0.207,0.185,5919.0,0.002,0.466,0.335,0.096,0.668,0.009,0.01,0.089,0.007,0.021,0.477,0.002,0.002,0.004,0.757,0.0004,0.419,0.096,0.782,0.008,0.012,0.089,0.009,0.017,0.561,0.004,0.039,,62.1,0.7,6.1,0.11,2.6,,,58.6,0.7,3.6,0.09,2.5,
г683863<=6=,25.0,42.6833333,26.4,42.6833333,3.4704755,0.20348,0.097788,0.0721515,0.0893,0.0414867,1534.0,1608.0,11.2802817,13822.7272727,113.7,2.0,16.018,0.089,0.05,0.187,0.077,0.02,0.052119,0.107,0.111,0.174,6082.0,0.002,0.628,0.337,0.094,0.734,0.006,0.012,0.076,0.009,0.02,0.496,0.003,0.003,0.004,0.768,0.0007,0.42,0.093,0.795,0.006,0.012,0.076,0.01,0.015,0.549,0.004,0.04,,59.2,1.8,5.0,0.17,2.3,,,53.2,0.8,6.7,0.17,2.8,
г683863<=6>,21.0,45.7166667,21.5333333,45.7166667,2.806285,0.37877,0.079804,0.1439005,0.128572,0.0417462,1574.0,1606.0,12.6229676,12480.1857585,115.8,1.0,19.236,,0.05,0.404,0.059,0.02,0.052445,0.137,0.223,0.142,4479.0,0.002,0.468,0.353,0.105,0.671,0.008,0.01,0.084,0.009,0.021,0.465,0.002,0.002,0.004,0.767,0.0006,0.418,0.102,0.797,0.007,0.013,0.083,0.009,0.015,0.572,0.003,0.039,,61.6,0.8,7.7,0.13,2.7,,,52.7,0.7,4.9,0.09,2.6,
г683863<=6?,22.0,44.35,24.1,44.35,3.8131313,0.44782,0.087672,0.086368,0.102952,0.0405944,1541.0,1595.0,12.7378348,14021.5767635,116.0,1.0,18.76,,0.05,0.49,0.066,0.02,0.050998,0.122,0.133,0.156,5632.0,0.002,0.423,0.348,0.103,0.718,0.006,0.01,0.077,0.009,0.019,0.478,0.002,0.003,0.004,0.763,0.0003,0.419,0.102,0.79,0.006,0.012,0.077,0.01,0.017,0.558,0.004,0.038,,64.4,0.5,5.2,0.12,2.9,,,56.0,0.5,7.9,0.14,2.1,
г683863<=76,16.0,50.8333333,21.85,50.8333333,3.434614,0.3859,0.10678,0.163229,0.113816,0.0410266,1561.0,1596.0,11.5694237,13771.1670481,115.3,1.0,18.961,,0.05,0.407,0.065,0.02,0.051541,0.106,0.254,0.19,5015.0,0.002,0.477,0.333,0.109,0.657,0.009,0.012,0.082,0.009,0.021,0.465,0.002,0.002,0.003,0.788,0.0003,0.422,0.11,0.797,0.008,0.012,0.082,0.01,0.018,0.551,0.004,0.038,,62.3,0.7,5.8,0.09,2.8,,,57.3,0.4,8.5,0.13,2.1,
г683863<=78,17.0,44.7166667,20.15,44.7166667,3.1985513,0.34806,0.074184,0.1218485,0.134148,0.0416308,1587.0,1601.0,11.1378816,13718.1141439,112.1,1.0,16.416,0.115,0.05,0.368,0.053,0.02,0.0523,0.155,0.188,0.132,4607.0,0.002,0.497,0.356,0.112,0.685,0.009,0.01,0.073,0.01,0.023,0.462,0.002,0.002,0.004,0.764,0.0004,0.416,0.112,0.793,0.008,0.012,0.073,0.011,0.012,0.563,0.003,0.039,,56.2,0.4,12.3,0.16,2.2,,,48.3,0.7,7.7,0.11,2.2,
г683863<=79,18.0,46.05,21.1666667,46.05,3.1521343,0.35009,0.082052,0.148049,0.114808,0.0420917,1571.0,1600.0,10.2306189,13770.7086614,115.7,1.0,15.704,,0.05,0.368,0.033,0.02,0.052879,0.114,0.23,0.146,4858.0,0.002,0.502,0.354,0.109,0.67,0.009,0.011,0.087,0.009,0.025,0.471,0.002,0.002,0.003,0.769,0.0003,0.42,0.11,0.794,0.008,0.012,0.087,0.01,0.019,0.57,0.004,0.039,,59.3,0.4,9.7,0.09,2.5,,,60.6,0.3,7.3,0.08,2.6,
г683863<=7:,22.0,46.2,23.1666667,46.2,3.7578947,0.38271,0.080928,0.1351445,0.133932,0.0428113,1563.0,1595.0,11.8122538,13576.4028777,116.0,1.0,17.994,0.09,0.05,0.409,0.036,0.02,0.053783,0.149,0.209,0.144,5242.0,0.002,0.481,0.352,0.103,0.681,0.007,0.01,0.069,0.01,0.024,0.462,0.002,0.002,0.003,0.776,0.0004,0.417,0.103,0.796,0.006,0.012,0.069,0.01,0.018,0.553,0.003,0.038,,60.2,0.3,8.6,0.08,2.6,,,58.8,0.4,8.0,0.18,2.1,
