#,химшлак последний Al2O3,химшлак последний CaO,химшлак последний R,химшлак последний SiO2
1512,4.0375244697,55.9681710313,2.12,24.702670949
1513,4.06688946,57.8712459655,2.38,24.6683508973
1514,4.1095979053,56.0761538519,2.14,24.858252387
1515,4.2738320221,55.7366761096,2.15,24.4739063448
1516,4.2176416399,55.0072481322,2.09,24.7724007436
1517,3.9232485912,54.8018531101,2.17,25.3265867005
1518,4.2785882759,56.3258679402,2.14,24.4105247177
1519,4.2197149366,55.7375341347,2.41,24.121496929
1520,5.0113684085,55.4656043248,2.11,23.8322008612
1521,4.1951874626,56.8531706814,2.34,25.0162283681
1522,4.1027834995,57.2830276956,2.53,24.7959104668
1523,4.7362986984,56.1955907823,2.15,24.2055473928
1524,4.740259438,55.5105779104,2.32,24.2718375552
1525,4.5006409119,56.3271132547,2.33,24.3712919696
1526,4.8428555952,56.4262625582,2.51,23.0759680339
1527,4.5092335174,58.728169869,2.68,23.2430262189
1528,4.1517846649,56.4894269638,2.25,24.7457441973
1529,3.9676946377,56.6047544659,2.26,25.2329621391
1530,4.0047105979,55.6054480891,2.24,25.3451300723
1531,4.8945606788,57.1827800994,2.56,23.6264591898
1532,4.5227880747,57.1849484705,2.53,23.6931897332
1533,3.9859945322,56.390745347,2.39,25.5014866568
1534,4.0488571889,55.48659229,2.3,24.9581315579
1535,4.0743476807,57.97751769,2.55,24.3514463018
1536,4.5848585983,58.4801140653,2.65,23.9602601754
1537,4.264167036,58.1865471552,2.67,24.3912754611
1538,4.8768253075,58.0587953933,2.54,23.4383420388
1539,4.3850054157,55.410436849,2.09,25.0598830257
1540,3.9323417248,55.9384251887,2.17,25.144308589
1541,4.0406806874,56.5616182334,2.22,25.5624545398
1542,4.4119815519,55.9194851645,2.28,24.0825426342
1543,4.7431256837,57.5492141224,2.46,23.7107657232
1544,4.3203961479,55.3743323413,2.3,24.1697289797
1545,4.3779269268,55.1200998866,2.29,24.1790846596
1546,4.46253359,58.6517082486,2.45,24.6083574838
1547,4.5319470602,56.2369730703,2.3,23.5745691291
1548,4.114853383,56.1119607198,2.31,24.1137076053
1549,4.7516690081,56.4475766538,2.23,24.1031404868
1550,4.1695241261,55.8630725246,2.33,24.9651087038
1551,5.062243505,56.4898536232,2.46,22.7489497486
1552,4.6529278059,56.8447979559,2.33,23.836950091
1553,4.8576430271,57.4182468837,2.43,23.7454845509
1554,4.1453813802,56.6221489309,2.56,24.2660489982
1555,4.7841064343,57.3203238788,2.5,23.5295946634
1556,4.7694768227,56.270672149,2.53,23.401313469
1557,4.3779839464,56.8477111505,2.18,25.1866620501
1558,4.4966794352,55.966533255,2.25,24.9181751405
1559,5.0068978182,62.1202905256,2.3,19.4310436258
1560,4.7956103291,56.2340117794,2.48,23.4185346613
1561,4.2210252168,54.9088755694,2.14,25.3673701992
1562,5.0266309371,57.0878898553,2.5,22.8557190249
1563,5.610279734,57.306929684,2.67,22.0714597656
1564,4.3704588296,55.4108408522,2.2,23.9857763338
1565,4.4357182651,54.5662523979,2.26,23.8196974576
1566,4.4595556805,54.2157243843,2.13,24.1541957647
1567,5.1234916488,57.7641564136,2.67,22.3241295749
1568,4.2639696096,56.8473605265,2.41,24.3560772144
1569,4.0710394277,54.3268266623,2.11,24.3860279319
1570,4.1792498957,55.5012680932,2.13,24.8384957095
1571,4.1206969019,55.7954898735,2.14,24.8332224442
1572,4.7825809472,56.0472475547,2.15,23.601370749
1573,4.9777958223,55.3392296285,2.1,23.686256526
1574,4.1274015767,54.6663394793,2.14,24.9256530912
1575,4.2682848414,54.9177464957,2.09,24.4865432069
1576,4.0966505991,54.6890557383,2.14,24.5032661282
1577,4.2472881819,54.647080999,2.12,24.3148561396
1578,3.9184322736,54.8960901723,2.09,24.8621749932
1579,4.0868731816,54.9672783289,2.09,24.6113626044
1580,4.163624962,54.4352893107,2.1,24.7260096668
1581,4.1304000862,53.5534153557,2.09,24.1775515104
1582,4.1918634134,54.3452350156,2.12,24.3337495429
1583,3.9969204671,54.8360264287,2.12,25.2599437071
1584,4.1201860819,55.3759054397,2.14,25.0526690374
1585,3.7959388512,55.0307826698,2.11,25.9435799311
1586,3.7831091877,55.7870033334,2.14,25.5694771045
1587,4.1086771465,55.7414093785,2.13,24.7941785381
1588,4.5591675261,56.2194178924,2.33,23.9759614533
1589,4.4395863031,55.2280392164,2.39,23.7511492554
1590,4.0002232283,55.7367353324,2.24,25.0107537085
1591,3.9498731033,55.6226855249,2.31,24.9230248592
1592,3.5916678574,56.2742203006,2.23,25.9550534316
1593,4.4929910955,56.8386118611,2.57,23.6261825061
1594,4.0918010297,55.9675969602,2.37,24.9742389492
1595,4.4045522322,57.5166623392,2.48,23.7815321889
1596,4.1191903233,54.6771766137,2.2,24.7697584342
1597,4.4675828134,53.2098799485,2.14,24.2768516636
1598,4.6188610043,56.10465054,2.34,23.3168346043
1599,4.2666205463,55.5254416745,2.15,24.3766450185
1600,3.9383607154,56.5820808345,2.34,24.8285069376
1601,4.0694489865,55.0958205271,2.19,24.6423715307
1602,4.1641262723,55.8316241081,2.18,24.405957467
1603,5.2593725976,56.9169896044,2.19,23.361219961
1604,4.4202391688,56.7981902073,2.39,24.1528625957
1605,4.414043812,56.7280589007,2.4,23.9221663831
1606,4.2200121946,56.4158473005,2.19,24.5800842381
1607,4.6344836332,57.833898685,2.59,23.3336383919
1608,4.4323587343,57.9319626542,2.68,23.6005561352
1609,4.2923242772,56.9443283191,2.68,23.7847536248
1610,3.864174177,56.1104703791,2.1,24.6977367064
1611,3.9123253521,57.2519155867,2.21,25.9714087807
1612,4.4513341813,57.6764176381,2.52,23.60322198
1613,3.736480605,55.625548602,2.36,26.5385305669
1614,3.8831019204,55.9598080779,2.16,24.8244878702
1615,4.0847166306,56.2859769109,2.65,23.981593743
1616,3.7239860488,56.6572177932,2.66,24.9727586427
1617,4.4647905943,57.7239418569,2.67,23.5403960835
1618,4.4141694515,57.668883606,2.48,23.4865278171
1619,4.3121542761,56.607427804,2.45,24.0298446847
1620,4.0453778127,55.2696373113,2.31,24.6431735782
1621,3.8091746878,55.5923809046,2.22,25.4217723536
1622,4.6871600696,56.2296453683,2.35,23.3219414174
1623,4.8765662779,59.2578016492,2.58,23.1212083885
1624,4.4526375683,56.8490693727,2.48,23.2162908954
1625,4.5745537234,57.713861032,2.54,23.0934705754
1626,4.0945975593,56.3620906367,2.55,23.7733918398
1627,4.3614283972,57.5164481244,2.57,23.1430862896
1628,4.3076352591,58.0834128644,2.68,23.5023454426
1629,4.5666190567,57.5405679153,2.48,23.2121971046
1630,3.9976210615,56.4241237286,2.35,24.1971677336
1631,4.1560084981,56.4287981969,2.48,23.5705598199
1632,4.3872596775,56.6003920034,2.39,23.361450148
1633,4.4139172932,57.3842411711,2.49,23.348107312
1634,4.3882296974,55.0199354055,2.12,23.50461637
1635,4.4327131573,57.3999988119,2.36,23.495191575
1636,4.0448581374,56.3968903298,2.53,24.138209998
1637,4.8830511267,57.5980145858,2.67,22.6719098951
1638,4.6155785904,57.9864156098,2.68,22.804545442
1639,4.6439560936,57.3920669628,2.65,22.8406010462
1640,4.565388666,57.9208042043,2.68,22.8959618677
1641,3.9744718147,54.979459332,2.1,24.7285835054
1642,5.2546429099,58.1435663847,2.53,22.001078461
1643,4.7012301767,56.3923318585,2.32,23.306522733
1644,4.1510148772,56.5475607761,2.27,23.9832091954
1645,4.6417525491,56.2280833692,2.2,23.7780389207
1646,3.9963216448,54.5369370285,2.11,24.5403914288
1647,4.0628810818,53.9660263607,2.11,24.0903561721
1648,4.6537448546,55.4900081664,2.12,23.5963356585
1649,4.8115188063,56.2773096401,2.48,23.0035512595
1650,5.0349393964,57.5464710455,2.56,23.3981584952
1651,4.2957284764,56.0984912024,2.58,23.4973069388
1652,4.6985710423,56.4423800719,2.4,23.5886088312
1653,4.3616418875,56.3830054291,2.46,24.1520526213
1654,4.3958589927,56.8414779931,2.31,23.835970613
1655,5.4402241193,58.2686986199,2.54,22.0380225969
1656,4.4226231074,55.3091560211,2.52,24.1914754603
1657,4.6554965403,57.3881203788,2.68,23.0950358532
1658,4.9678746041,57.9629014139,2.67,22.8383641165
1659,4.7971186273,57.1805589651,2.58,22.9485825308
1660,4.6215362547,58.2597807427,2.68,23.6382224398
1661,4.7349818482,59.0498222573,2.67,23.4908876415
1662,5.0132713235,56.7420312509,2.41,23.4998943704
1663,5.1504678467,57.4758601121,2.37,22.9054905393
1664,5.0692208258,59.4721256728,2.68,23.4513648527
1665,4.9301549609,57.7045585666,2.68,22.7839791634
1666,4.8824362103,56.485158474,2.45,22.7667417975
1667,4.8851010935,55.8598048537,2.47,22.4614019723
1668,5.5608932402,57.3091905246,2.54,21.9480175299
1669,4.9306704253,59.0393409055,2.68,22.6531000643
1670,5.7722742375,58.2270422021,2.68,21.0566731304
1671,5.7049939886,57.9255162907,2.68,21.0321651899
1672,5.3181390799,57.8288687542,2.66,21.7128806462
1673,5.3550980708,57.0964893296,2.55,21.7029786333
1674,5.8228554486,57.6649409768,2.55,21.6200180654
1675,5.4221331729,58.0504910045,2.67,22.055643215
1676,5.7957025481,58.5961387406,2.68,21.0742812999
1677,5.1690310659,58.6094184856,2.67,22.411439107
1678,5.374310713,58.1386549027,2.68,21.8691108306
1679,5.4011541489,58.0314628429,2.62,22.2464310938
1680,5.7721426712,57.4275831416,2.68,20.7218730489
1681,5.4868303958,58.094409744,2.68,21.4644570566
1682,4.4576793813,55.7817033513,2.34,23.4759130022
1683,4.9900378605,56.8472560707,2.46,23.0607536207
1684,4.8226019581,56.4721984166,2.49,23.3997181463
1685,4.4659278447,54.779120332,2.12,23.8716824961
1686,4.3554444348,58.8868450165,2.68,23.41995826
1687,4.2172155527,58.0001019096,2.67,24.0276973191
1688,4.5588250708,57.8594605062,2.68,22.74198519
1689,4.2375872486,55.5354673287,2.19,23.8589990218
1690,4.6266751563,56.0175431266,2.46,23.1618375006
1691,4.9848312033,58.5738478102,2.68,22.2794181189
1692,4.7535316285,58.7331585298,2.68,23.1725677268
1693,6.0770826215,58.8493084024,2.68,20.8641590707
1694,5.0648644117,57.9552867122,2.68,22.3947588291
1695,4.3095023047,58.8369444765,2.66,24.0611478357
1696,5.8268672706,57.9610457354,2.52,21.2156877356
1697,4.8844549078,58.3690196863,2.59,22.7383369442
1698,5.131250173,58.0827932497,2.58,22.5782166751
1699,4.8175297597,57.8767573474,2.68,22.7061097155
1700,7.2080564191,59.9355558574,2.68,18.8861756452
1701,5.2221716995,57.6600602367,2.59,22.1954010897
1702,4.7088040302,58.1973770719,2.68,22.962341696
1703,4.4954372385,56.3307208673,2.31,24.0244598869
1704,4.0184788753,56.1719003323,2.22,25.0486616174
1705,4.3872494435,57.4169481489,2.57,23.7335896674
1706,4.8917717464,57.9132638507,2.66,23.5750471646
1707,4.3248177034,54.8073990967,2.09,24.260342284
1708,4.5349789566,55.0254843473,2.09,24.3307330096
1709,4.8288763475,56.4961109863,2.38,23.2528176355
1710,4.0517893603,55.0104789496,2.12,24.6818366613
1711,5.083099411,58.3814354275,2.54,22.5470774554
1712,4.1271241569,55.86550141,2.21,24.9419055737
1713,4.5206513899,58.0514370943,2.41,23.9257183365
1714,4.8161176937,58.1328325687,2.59,23.1107343242
1715,4.2216447732,57.5616064979,2.45,24.2237236481
1716,4.3928325359,55.2837598473,2.4,23.9248660346
1717,4.9062897326,56.3705073082,2.44,23.5386224402
1718,4.7045702801,55.3001157921,2.4,22.8296056645
1719,4.82192221,57.2392179554,2.68,22.7459362059
1720,4.8074554283,55.8874241113,2.49,23.0215842527
1721,4.9218008757,56.0889073838,2.53,22.4071873332
1722,5.4619731652,54.5144042831,2.11,22.3498551781
1723,4.5520263145,55.3400868903,2.12,24.0284358406
1724,4.4520069239,55.5983104437,2.19,23.9907587072
1725,4.8281671053,54.667505369,2.13,23.4361620514
1726,4.6549766848,54.3812101195,2.12,23.06266662
1727,4.9831058045,55.1414704403,2.37,22.9892663236
1728,5.3308876032,55.4122691436,2.48,21.8272766297
1729,4.7551621777,57.6525709252,2.68,22.7921645637
1730,5.0140535323,55.2669273445,2.19,22.7168569294
1731,4.4346651783,53.3828600206,2.09,23.9724689744
1732,4.7845556217,57.791781078,2.6,23.1365867577
1733,4.7148744857,54.6510555459,2.19,23.5306478268
1734,4.9438907387,57.6403966856,2.68,22.3935597218
1735,4.6458501274,56.4241324925,2.68,23.2227158741
1736,4.6653609776,57.071195795,2.68,22.9523185605
1737,5.1019829649,56.1245230965,2.62,22.8492455865
1738,4.8501651028,54.2626031516,2.1,23.0891069937
1739,5.6832878863,56.6933005961,2.56,21.1079715179
1740,5.429682404,58.6615839057,2.55,22.2522715663
1741,4.9311368617,55.9301713442,2.47,22.8043920918
1742,5.2334802195,54.2866552182,2.39,22.0990452721
1743,4.9649609662,54.3039638374,2.16,23.1680497307
1744,5.2706737694,55.31503503,2.12,22.6194237484
1745,5.1735811344,59.0440923132,2.59,22.3377220552
1746,5.3872782342,56.5483199054,2.48,21.5787948209
1747,5.432593337,57.1646502061,2.68,21.9289208598
1748,5.5031994277,57.742978864,2.58,21.4673390536
1749,5.0415277594,54.6908687615,2.36,22.0322300323
1750,5.533289548,57.9524742344,2.67,21.2351432145
1751,5.2468932702,56.9753198195,2.58,21.9576408639
1752,5.5084665629,59.3692808705,2.67,22.1043650793
1753,5.4475215548,56.6232021937,2.48,21.5686275688
1754,4.6535874543,54.1786023636,2.36,23.124451964
1755,4.6708653427,55.9796300786,2.39,23.6157264864
1756,4.8370308683,57.0195767535,2.42,23.2050273052
1757,4.7486095654,57.0176221861,2.48,23.4807388586
1758,5.0992628422,56.5590234073,2.67,22.4235024534
1759,6.1213336536,57.9365459512,2.56,20.7717041632
1760,5.0165092419,56.7566326571,2.39,22.628174602
1761,5.0355288081,57.5590149191,2.59,22.7305341414
1762,4.8796710075,55.6221222673,2.4,22.6707071595
1763,5.0814441608,59.6865680656,2.57,22.2312505962
1764,4.8060159944,57.6442112915,2.53,23.3990947907
1765,5.6776502576,58.1367562375,2.68,21.104130167
1766,5.193643115,55.9230383992,2.68,21.8543512118
1767,5.1090359056,55.3289366974,2.47,22.3479464853
1768,4.991880541,57.5910596821,2.68,22.3686095888
1769,4.1560877547,56.6561068569,2.65,24.5096171552
1770,5.9000196733,57.5441788716,2.48,21.1568988252
1771,5.4234987564,58.0067098763,2.66,21.8743168706
1772,4.9019983679,54.1585027394,2.34,22.4347162927
1773,5.1062179072,57.2313899334,2.68,22.1685677403
1774,5.1315672414,58.3188905048,2.68,22.3904437358
1775,5.5930289498,57.1650105152,2.48,22.3062840604
1776,5.4383385805,57.5028298046,2.47,22.6400943389
1777,4.6146142273,55.780617729,2.41,23.9172207408
1778,5.2296978786,56.6099883566,2.47,22.2193204061
1779,5.3550717226,57.0077680658,2.49,21.4986429791
1780,5.4162548413,56.1572149899,2.66,21.3317345394
1781,5.664073498,56.7373661379,2.53,21.1954966421
1782,4.6562943298,53.932732344,2.2,23.3238006319
1783,5.331933362,58.6049487501,2.68,21.2153927931
1784,5.4701242849,57.7323074201,2.68,21.4904453332
1785,6.0143251517,56.7547607578,2.53,20.3723044561
1786,5.7173703933,57.3445387409,2.67,20.8309715937
1787,4.763020064,55.5448808869,2.59,22.1545604636
1788,5.5592687292,56.9992141732,2.53,21.3537976847
1789,4.8897532236,57.7827735273,2.67,22.770139853
1790,5.9780547051,56.4800878635,2.54,20.4775938482
1791,4.5471234466,55.3489061345,2.19,23.8342018122
1792,5.0237549057,56.7462724644,2.46,22.5896751674
1793,4.8218122358,54.9504693471,2.34,23.1774173775
1794,4.88802204,58.2148424042,2.68,23.0556158894
1795,5.4907018932,57.111187305,2.54,21.6379752304
1796,5.4003823937,57.5751129012,2.53,22.084005342
1797,5.024956123,56.8982817287,2.18,23.3002934332
1798,5.1201191339,56.2643302161,2.38,22.9922529293
1799,4.9475924571,55.5473353168,2.21,23.3085288618
1800,4.8688383249,56.3946013158,2.41,22.777184116
1801,5.2290711275,56.462160692,2.39,21.9177667131
1802,5.8501756462,58.5739011321,2.56,21.1493395512
1803,5.3315809844,56.9304765458,2.4,21.8071558089
1804,4.6292583103,55.6732717325,2.2,23.9631450527
1805,4.7994088339,56.9634201272,2.4,23.3396126282
1806,5.0681320038,54.3110894577,2.21,22.5049466512
1807,5.7605383226,57.4133176663,2.57,21.2475501322
1808,5.2312199049,55.8257955724,2.19,22.9267067054
1809,5.1757982757,59.7631686751,2.66,22.6045293269
1810,4.4757163082,56.291014935,2.42,23.761055761
1811,4.7888568764,58.4874972799,2.56,22.9211957691
1812,4.7020722426,57.4086793703,2.59,22.3414598251
1813,5.2160278025,55.9618803898,2.34,22.3455252652
1814,4.9051448518,54.7356397085,2.1,23.4337775705
1815,4.8692573337,55.1936037608,2.22,23.3730891541
1816,4.9318851082,55.4033110204,2.4,22.9538384155
1817,5.0257350944,55.0934351214,2.1,23.4405668292
1818,4.7928931194,55.4312673887,2.13,24.0322739154
1819,4.8898905688,54.7987791,2.1,24.0847818091
1820,4.858739176,53.7753605811,2.09,23.1092876543
1821,4.7906576065,54.7413376256,2.09,23.7142396964
1822,5.4265621467,56.0298372684,2.09,22.7925609403
1823,4.8863725811,56.9076175738,2.4,23.4921282737
1824,5.2279574755,56.8145199033,2.39,23.0451432065
1825,5.260929289,55.217852851,2.11,23.1854369405
1826,5.4422104286,57.1822198352,2.54,21.7092237201
1827,5.1669269808,56.3715186372,2.5,22.6532203202
1828,5.4558878895,55.2784312962,2.16,23.050363106
1829,4.9104850323,56.9419265735,2.48,23.1956398649
1830,5.3706946862,57.1264047568,2.38,22.564145228
1831,5.0736380613,55.8365961955,2.39,23.4501608874
1832,5.1072800479,56.9450656903,2.38,23.333418555
1833,4.7301230723,55.54716582,2.16,23.9260899298
1834,5.5323096067,57.7193388899,2.48,22.0469599062
1835,5.241745744,56.6961021854,2.38,22.8534151336
1836,4.3235377273,55.3575509075,2.33,23.9954924424
1837,5.1964659228,56.638506176,2.46,22.6411175003
1838,5.0346700745,58.117288197,2.67,22.5666454156
1839,5.3895626969,56.5650227622,2.38,22.3698531634
1840,5.1780541019,58.2305970508,2.58,23.031858538
1841,4.8469078012,56.8331682435,2.59,23.3271350324
1842,6.3995270421,58.289296572,2.67,21.1082521551
1843,5.520854431,60.0793391238,2.68,21.9326149214
1844,6.3960901192,58.205304989,2.67,20.8730984813
1845,4.7716616163,55.8404579771,2.39,23.1392009042
1846,5.0742029165,58.5928939079,2.68,22.4295333813
1847,6.344859772,58.8709516501,2.67,21.0102222825
1848,5.2963043746,58.1499823408,2.67,22.3328571226
1849,5.7492631485,58.269420008,2.68,21.7226689917
1850,4.7865521277,56.6031403104,2.52,22.7969189645
1851,4.2664224619,55.1355557984,2.19,24.6031384281
1852,4.8592431173,56.0108312844,2.13,24.2380102908
1853,4.109365056,55.1098076395,2.11,25.3948921966
1854,4.4795592625,55.8065188394,2.21,24.5250492119
1855,4.3530343896,57.7292273711,2.56,23.9539495653
1856,4.7899631741,57.3188337705,2.47,23.0020697593
1857,4.86647769,57.9213559206,2.52,23.0041653514
1858,4.5822380546,57.0065310257,2.4,23.9039796279
1859,4.6660941226,56.6850976631,2.22,23.7207234999
1860,4.2439411994,58.1457740904,2.56,24.2730086572
1861,4.820715681,58.0926147536,2.58,23.3404503242
1862,4.6611641096,58.9856900761,2.57,23.4919657199
1863,4.7237179095,56.2011675352,2.48,22.7510361136
1864,4.7644352707,57.9669390022,2.53,23.5877726741
1865,4.2745193565,56.0316835743,2.19,24.4544515468
1866,4.3211056395,55.8609860782,2.21,24.6664506337
1867,4.4085895817,56.1597426449,2.39,23.4653717278
1868,4.6249693535,57.1289713051,2.53,23.1164279701
1869,4.377964361,58.1600651425,2.43,24.4283289977
1870,5.183926222,58.841221308,2.55,23.1706327434
1871,4.7395163867,57.2958641011,2.4,23.40183262
1872,4.6763375257,57.5026863646,2.52,23.6908678089
1873,4.7153251303,58.1611505096,2.57,23.4210825973
1874,4.7287659515,58.4416330203,2.41,23.8253921184
1875,4.5206414658,56.577393033,2.3,24.8295700566
1876,4.6032974949,56.5181918514,2.21,24.1776933589
1877,4.5773049176,56.6309179705,2.38,24.2705418877
1878,4.4136890396,55.9816524171,2.4,24.2877331003
1879,4.172727053,54.5507670531,2.13,24.9645313538
1880,4.2485866514,55.8131904963,2.1,24.7149326625
1881,4.2242363631,57.0962281281,2.4,24.5031325717
1882,4.3094030255,55.2607541588,2.18,24.0425941636
1883,4.4891842685,56.9250998437,2.4,23.2191680236
1884,4.0957794637,56.0253997235,2.14,24.8528761391
1885,4.0115578311,54.2177125176,2.12,25.0455575178
1886,4.0850219407,56.0872829814,2.37,24.2961934129
1887,3.9239864845,55.3113270618,2.11,25.133810971
1888,3.9579849376,55.6893259485,2.18,25.1682550794
1889,4.2012714897,55.9906793068,2.22,25.4212077319
1890,4.2540544353,55.3963881706,2.25,24.4493014512
1891,4.1898174051,56.1725388824,2.18,25.4864576471
1892,5.0487759751,57.815889579,2.47,23.1954773878
1893,4.38370224,57.7042311458,2.54,24.380555527
1894,4.7320822773,57.0192966512,2.4,23.6716428232
1895,4.5293102921,55.4451822435,2.17,23.6077201381
1896,4.5651516472,57.0680408481,2.4,23.4115841255
1897,4.2583018832,54.0659855784,2.17,24.5642767471
1898,4.0530647607,54.9163669415,2.17,24.7957942343
1899,4.0579369399,55.4678185101,2.16,24.690832992
